VIN,predicted price,Stock #,Cab Type,Drivetrain,Rear Wheels,Fuel Type,Transmission,Color,Vehicle Trim
3C63R3AJ4LG271193,44075.67,RM23593,Regular,4x4,SRW,Gasoline,8-Speed Automatic,White,Tradesman
3C6MR5AJ8LG267678,44075.67,RM23575,Regular,4x4,SRW,Gasoline,8-Speed Automatic,Silver,Tradesman
3C6MR5AJ5LG267685,44075.67,RM23581,Regular,4x4,SRW,Gasoline,8-Speed Automatic,Blue,Tradesman
3C6UR5DL8KG620920,52811.67,PV8932,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Big Horn
3C63R3AJ9LG260903,44075.67,RM23589,Regular,4x4,SRW,Gasoline,8-Speed Automatic,Blue,Tradesman
3C63RRAL4MG566882,52318.83,RM211455,Regular,4x4,DRW,Diesel,6-Speed Automatic,Silver,Tradesman
3C63R3HLXMG570311,52811.67,RM211915,Crew,4x4,SRW,Diesel,6-Speed Automatic,Gray,Big Horn
3C63R2HL8KG636412,46452.17,PV9198,Crew,4x2,SRW,Diesel,6-Speed Automatic,Silver,Big Horn
1FTEW1EG2KFC46581,57883.33,TV9363,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,Limited
3C63R3GL5MG570296,52811.67,RM211641,Crew,4x4,SRW,Diesel,6-Speed Automatic,Silver,Tradesman
3C63R3AJ5LG271204,44075.67,RM23585,Regular,4x4,SRW,Gasoline,8-Speed Automatic,Gray,Tradesman
3C6UR5TL1MG502776,52318.83,RM210681,Mega,4x4,SRW,Diesel,6-Speed Automatic,White,Limited
3C63R3AJXLG260649,44075.67,RM23592,Regular,4x4,SRW,Gasoline,8-Speed Automatic,Red,Tradesman
3GCPWBEH3LG334093,38053.17,TV9223,Crew,4x2,SRW,Gasoline,6-Speed Automatic Electronic with Overdrive,White,Custom
1C6SRFBTXKN686229,34943.0,TV9312,Quad,4x4,SRW,Gasoline,8-Speed Automatic,White,Big Horn/Lone Star
1FTEW1E4XKFC10546,57883.33,PV8732,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,Platinum
3C63R3AJXLG271196,44075.67,RM23588,Regular,4x4,SRW,Gasoline,8-Speed Automatic,Gray,Tradesman
3C63RRHLXMG537828,46491.17,RM211149,Crew,4x4,DRW,Diesel,Aisin 6-Speed Automatic,Gray,Big Horn
3C6UR5JLXKG680301,52811.67,PV9155R,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Big Horn
1FTEW1C82HKC13088,44075.67,TV9388,SuperCrew,4x2,SRW,Flex Fuel,6-Speed Automatic Electronic,White,XLT
3C63R3HL0MG570303,52811.67,RM211571,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Big Horn
3C6MR5AJ6LG266996,44075.67,RM23577,Regular,4x4,SRW,Gasoline,8-Speed Automatic,Gray,Tradesman
3C6UR5SL7KG570370,52811.67,PV9074,Crew,4x4,SRW,Diesel,6-Speed Automatic,Gray,Limited
1C6RREMG9KN891520,39452.0,PV9264,Crew,4x2,SRW,Gasoline,8-Speed Automatic,White,Big Horn/Lone Star
3C63R3ML2MG530603,33803.17,RM211252,Mega,4x4,SRW,Diesel,Aisin 6-Speed Automatic,Red,Laramie
1FTFW1RG2JFA44952,51523.83,TV9241,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,Raptor
1C6RR6MTXFS566420,43301.83,TV9304,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Gray,Sport
3C6MR5AJ2LG266994,44075.67,RM23576,Regular,4x4,SRW,Gasoline,8-Speed Automatic,Black,Tradesman
3C63R3AJ2MG514873,44075.67,RM210706,Regular,4x4,SRW,Gasoline,8-Speed Automatic,White,Tradesman
3C6UR5TL5MG502778,52318.83,RM210630,Mega,4x4,SRW,Diesel,6-Speed Automatic,Black,Limited
3C6UR5DL3KG680281,52811.67,PV8705,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Big Horn
3C63R3HL0MG570298,52811.67,RM211919,Crew,4x4,SRW,Diesel,6-Speed Automatic,Silver,Big Horn
1C6RREJT0KN660796,38053.17,TV9324,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Gray,Laramie
1C6RR6NT4JS149897,38053.17,TV9210,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Black,Laramie
3GTU2NECXGG388548,43301.83,TV9382,Crew,4x4,SRW,Flex Fuel,6-Speed Automatic Electronic with Overdrive,Silver,SLT
1C6RREMT8KN531457,39452.0,TV9366,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Gray,Big Horn/Lone Star
3C63R3GL3JG154968,52811.67,TV9036,Crew,4x4,SRW,Diesel,Aisin 6-Speed Automatic,White,Tradesman
1GCGSBEA5G1374484,43301.83,TV9390B,Crew,4x2,SRW,Gasoline,6-Speed Automatic,Brown,Work Truck
1GCHSCEN1H1282822,33785.33,PV9414,Double,4x2,SRW,Gasoline,8-Speed Automatic,Black,LT
1C6RR6FG2FS514294,43180.83,TV9434,Quad,4x2,SRW,Gasoline,8-Speed Automatic,Black,Express
3C63RRHL9MG537819,46491.17,RM211116,Crew,4x4,DRW,Diesel,Aisin 6-Speed Automatic,Silver,Big Horn
3C63R3HL6MG570306,52811.67,RM211916,Crew,4x4,SRW,Diesel,6-Speed Automatic,Black,Big Horn
3C63R3HL3MG570313,52811.67,RM211979,Crew,4x4,SRW,Diesel,6-Speed Automatic,Green,Big Horn
3C63R3RL0MG576309,41239.17,RM211826,Crew,4x4,SRW,Diesel,Aisin 6-Speed Automatic,Black,Limited
3C63RRAL6MG566883,52318.83,RM211449,Regular,4x4,DRW,Diesel,6-Speed Automatic,White,Tradesman
3C63R3HLXMG570308,52811.67,RM211981,Crew,4x4,SRW,Diesel,6-Speed Automatic,Gray,Big Horn
3C6TR5EJ8MG502765,43301.83,RM210903,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Gray,Power Wagon
3C63RRJL0MG537802,45741.83,RM212017,Crew,4x4,DRW,Diesel,Aisin 6-Speed Automatic,Silver,Laramie
3C63R3EL8MG576905,46771.17,RM211920,Crew,4x4,SRW,Diesel,Aisin 6-Speed Automatic,White,Laramie
3C63R3HL8MG570310,52811.67,RM211980,Crew,4x4,SRW,Diesel,6-Speed Automatic,Blue,Big Horn
3C63R3HL1MG570312,52811.67,RM211978,Crew,4x4,SRW,Diesel,6-Speed Automatic,Gray,Big Horn
3C63RRLL8MG570317,33803.17,RM211602,Mega,4x4,DRW,Diesel,Aisin 6-Speed Automatic,White,Big Horn
3C63RRKL0MG570295,41523.33,RM212052,Crew,4x4,DRW,Diesel,Aisin 6-Speed Automatic,Gray,Laramie Longhorn
3C63RRJL9MG537801,45741.83,RM212018,Crew,4x4,DRW,Diesel,Aisin 6-Speed Automatic,Silver,Laramie
3C6UR5DL4MG561836,52811.67,RM212064,Crew,4x4,SRW,Diesel,6-Speed Automatic,Black,Big Horn
3C63R3HL5MG570300,52811.67,RM211917,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Big Horn
3C63R3HL4MG570305,52811.67,RM211933,Crew,4x4,SRW,Diesel,6-Speed Automatic,Red,Big Horn
3C63RRJL7MG537800,45741.83,RM212015,Crew,4x4,DRW,Diesel,Aisin 6-Speed Automatic,Silver,Laramie
3C63RRML4MG528936,33803.17,RM211101,Mega,4x4,DRW,Diesel,Aisin 6-Speed Automatic,Silver,Laramie
3C63R3HL1MG570309,52811.67,RM211977,Crew,4x4,SRW,Diesel,6-Speed Automatic,Gray,Big Horn
3C63R3HL7MG570301,52811.67,RM211880,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Big Horn
3C63R3HL5MG570314,52811.67,RM211918,Crew,4x4,SRW,Diesel,6-Speed Automatic,Brown,Big Horn
1FTER4EH5LLA42300,43242.33,200692,SuperCrew,4x2,SRW,Gasoline,Automatic,N6 Blue,XL
1FTEW1EP4MFA91079,43242.33,210287,SuperCrew,4x4,SRW,Gasoline,Automatic,M7 Carbonized Gray,XL
1FT7W2BT9MEC90604,52811.67,210260,Crew,4x4,SRW,Diesel,Automatic,Agate Black Metallic,XL
1FTFW1E80MFA53314,31808.83,210276,SuperCrew,4x4,SRW,Gasoline,Automatic,Yz Oxford White,LARIAT
1FTMF1CB9MKD87449,44075.67,210410,Regular,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FTFW1E83MKD17391,31808.83,210224,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,LARIAT
1FTER1FH9MLD25751,35381.17,210345,Super,4x4,SRW,Gasoline,Automatic,Shadow Black,LARIAT
1FTMF1CB5MKD87450,44075.67,210388,Regular,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FT8W2BT1LEE44984,52811.67,200989,Crew,4x4,SRW,Diesel,Automatic,Agate Black Metallic,XL
1FTEW1EP9MKD08357,43242.33,210136,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FTFW1E88MFB18460,31808.83,210344,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver Metallic,LARIAT
1FTER1FHXMLD23586,35381.17,210306,Super,4x4,SRW,Gasoline,Automatic,Oxford White,LARIAT
1FTER4EHXMLD17788,43242.33,210285,SuperCrew,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FTFW1ED3MFB18461,31808.83,210389,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,LARIAT
1FTMF1E58LFA17995,52898.0,200594,Regular,4x4,SRW,Flex Fuel,10-Speed Automatic,White,XLT
1C6SRFU99MN745758,43301.83,MN745758,Crew,4x4,SRW,Gasoline,8-Speed A/T,Flame Red Clearcoat,TRX
1C6SRFU93MN754486,43301.83,MN754486,Crew,4x4,SRW,Gasoline,8-Speed A/T,Diamond Black Crystal Pearlcoat,TRX
1C6SRFU9XMN716186,43301.83,MN716186,Crew,4x4,SRW,Gasoline,8-Speed A/T,Bright White Clearcoat,TRX
1C6SRFU93MN705773,43301.83,MN705773,Crew,4x4,SRW,Gasoline,8-Speed A/T,Hydro Blue Pearlcoat,TRX
3GTP1MEC8GG142088,40034.83,21256B,Crew,4x2,SRW,Gasoline,AUTOMATIC,SUMMIT WHITE,2WD Crew Cab 143.5 SLE
3GCPWCED3LG136343,42379.5,10412R,Crew,4x2,SRW,Gasoline,Automatic,Shadow Gray Metallic,LT
3GCUYHET9MG190152,46374.5,T21479,Crew,4x4,SRW,Diesel,Automatic,Cherry Red Tintcoat,High Country
1C6RR6GTXKS733946,33315.0,10397,Quad,4x2,SRW,Gasoline,Automatic,Mojave Sand Clearcoat,Warlock
1FTEW1C40LFA23708,43242.33,10393R,SuperCrew,4x2,SRW,Gasoline,Automatic,Gray,XLT
1C6RR6TT7LS117628,37571.83,10374R,Crew,4x2,SRW,Gasoline,Automatic,Maximum Steel Metallic Clearcoat,SLT
1GCPWCED5LZ257228,42379.5,10406R,Crew,4x2,SRW,Gasoline,Automatic,Silver Ice Metallic,LT
3GCPWDED4MG225085,37571.83,T21618,Crew,4x2,SRW,Gasoline,Automatic,Cherry Red Tintcoat,RST
1GCPWCED6LZ138975,42379.5,10417R,Crew,4x2,SRW,Gasoline,Automatic,Summit White,LT
1C6RREDT4LN294807,39063.33,10354R,Quad,4x2,SRW,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Laramie
3GCPWEEDXMG221967,44763.67,T21558,Crew,4x2,SRW,Gasoline,Automatic,Cherry Red Tintcoat,LTZ
3GCUYDED2LG162418,42379.5,10420R,Crew,4x4,SRW,Gasoline,Automatic,Silver Ice Metallic,LT
3GCPCREC6JG406715,42379.5,10401,Crew,4x2,SRW,Gasoline,Automatic,Summit White,LT
3GCPWCET1LG351839,46374.5,T201004,Crew,4x2,SRW,Diesel,Automatic,Black,LT
3GCUYHEL4MG185098,39452.0,T21487,Crew,4x4,SRW,Gasoline,Automatic,Cherry Red Tintcoat,High Country
3GCPWCED0MG286475,42379.5,T21860,Crew,4x2,SRW,Gasoline,Automatic,Summit White,LT
2GCEC13J571593506,44763.67,T21911A,Crew,4x2,SRW,Gasoline,Automatic,Summit White,LT w/2LT
3GCPYFED7MG270186,42379.5,T21893,Crew,4x4,SRW,Gasoline,Automatic,Black,LT Trail Boss
1GCPWCED1MZ225412,42379.5,T21610,Crew,4x2,SRW,Gasoline,Automatic,Black,LT
3GCPYFED3MG269097,42379.5,T21892,Crew,4x4,SRW,Gasoline,Automatic,Red Hot,LT Trail Boss
3GCPCSEC5EG321359,44763.67,T211910A,Crew,4x2,SRW,Flex Fuel,Automatic,Summit White,LTZ
3GCUYEED8MG300373,44522.67,T21929,Crew,4x4,SRW,Gasoline,Automatic,Oxford Brown Metallic,RST
3GCPWDED8MG261653,37571.83,T21887,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,RST
3GCPWBEK0MG269491,39452.0,T21933,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,Custom
3GCPCREC9GG385061,42379.5,T21854A,Crew,4x2,SRW,Gasoline,Automatic,Silver Ice Metallic,LT
1GCPWCED7MZ281886,42379.5,T21927,Crew,4x2,SRW,Gasoline,Automatic,Shadow Gray Metallic,LT
3GCPYFED8MG274716,42379.5,T21845,Crew,4x4,SRW,Gasoline,Automatic,Northsky Blue Metallic,LT Trail Boss
3GCPWDET1MG232101,42552.67,T21744,Crew,4x2,SRW,Diesel,Automatic,Northsky Blue Metallic,RST
3GCUYEED5MG297111,44522.67,T21921,Crew,4x4,SRW,Gasoline,Automatic,Summit White,RST
3GCPYFEL8LG377088,42379.5,T21920A,Crew,4x4,SRW,Gasoline,Automatic,Northsky Blue Metallic,LT Trail Boss
3GCPWDET4MG233579,42552.67,T21743,Crew,4x2,SRW,Diesel,Automatic,Black,RST
2GCEC13T661101422,44763.67,T21907A,Crew,4x2,SRW,Gasoline,Automatic,Dark Blue Metallic,LT1
3GCUYEEDXMG277694,44522.67,T21834,Crew,4x4,SRW,Gasoline,Automatic,Summit White,RST
3GCPWBEKXMG274830,39452.0,T21928,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,Custom
1GCPWDETXMZ250337,42552.67,T21755,Crew,4x2,SRW,Diesel,Automatic,Shadow Gray Metallic,RST
3GCUYEED5MG297108,44522.67,T21924,Crew,4x4,SRW,Gasoline,Automatic,Black,RST
3GCUYHELXMG302716,39452.0,T21930,Crew,4x4,SRW,Gasoline,Automatic,Iridescent Pearl Tricoat,High Country
1GCRYDEDXLZ121301,33322.67,10431R,Double,4x4,SRW,Gasoline,Automatic,Shadow Gray Metallic,LT
3GTU2VEC8FG226092,40387.17,T21180A,Crew,4x4,SRW,Gasoline,Automatic,Sonoma Red Metallic,SLT
1C6RR6FG1KS594147,33315.0,188990A,Quad,4x2,SRW,Gasoline,Automatic,Red,Tradesman
1GCGSBEN2K1140329,35983.67,261805A,Crew,4x2,SRW,Gasoline,Automatic,Summit White,2WD Work Truck
1C6RR7GT3FS625003,34633.33,257749B,Quad,4x4,SRW,Gasoline,Automatic,Bright White Clearcoat,Big Horn
1FTFW1RG2KFB46415,44075.67,302933A,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,Raptor
1FTFW1RG2JFD52896,44075.67,435459A,SuperCrew,4x4,SRW,Gasoline,Automatic,Ruby Red Metallic Tinted Clearcoat,Raptor
1GCGTEEN6J1165750,42333.67,212598B,Crew,4x4,SRW,Gasoline,Automatic,Black,4WD ZR2
1GCGTCEN7K1106096,33707.0,181357A,Crew,4x4,SRW,Gasoline,Automatic,Summit White,4WD LT
1GTP8CED8LZ320980,39452.0,429018A,Crew,4x2,SRW,Gasoline,Automatic,Quicksilver Metallic,Elevation
1GCRYCEF9LZ203872,32478.0,189637A,Double,4x4,SRW,Gasoline,Automatic,Black,Custom Trail Boss
1GC1KXCG5BF261642,43181.17,215659A,Crew,4x4,SRW,Flex Fuel,Automatic,Blue Granite Metallic,LT
1GCGSCEN7H1308514,39233.17,250143A,Crew,4x2,SRW,Gasoline,Automatic,Cyber Gray Metallic,2WD LT
1FTEW1CP8HKC29920,43242.33,210414A,SuperCrew,4x2,SRW,Gasoline,Automatic,Magnetic Metallic,XLT
1GCVYGEL6LZ253883,31426.67,224982A,Double,4x4,SRW,Gasoline,Automatic,Summit White,LTZ
1FTEW1E47KFB63444,43180.83,301341A,SuperCrew,4x4,SRW,Gasoline,Automatic,Magnetic Metallic,Platinum
1GCPYDEK9KZ250876,42379.5,C8037,Crew,4x4,SRW,Gasoline,Automatic,Shadow Gray Metallic,LT
3C6UR5DL7GG160611,46374.5,304045A,Crew,4x4,SRW,Diesel,Automatic,Bright White Clearcoat,Big Horn
1GCRCREC6HZ228680,33322.67,614312A,Double,4x2,SRW,Gasoline,Automatic,Deep Ocean Blue Metallic,LT
1FTER4FH2MLD38620,51523.83,JR8620,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,XLT
3C63R3GJ7MG590225,43301.83,21740,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75-LCV Transmission,Bright White,TRADESMAN CREW CAB 4X4 8' BOX
3C63RRKL7MG618536,52811.67,618536,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White Clear-Coat  Paint,LIMITED LONGHORN CREW CAB 4X4 8'
3C63RRJL6MG589192,52811.67,21755,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White,LARAMIE CREW CAB 4X4 8' BOX
3C63RRGL8MG590223,52811.67,21754,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,RV Match Walnut Brown,TRADESMAN CREW CAB 4X4 8' BOX
3C63RRGLXMG590224,52811.67,21763,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Delmonico Red Pearlcoat,TRADESMAN CREW CAB 4X4 8' BOX
1C6SRFBT5MN606791,35381.17,606791,Quad,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Billet Silver,BIG HORN QUAD CAB 4X4 6'4 BOX
1C6SRFJT4MN505114,44763.67,45890935,Crew,4x4,SRW,Gasoline,Automatic,Granite Crystal Metallic Clearcoat,Laramie
1C6SRFFT0MN541133,39452.0,46420794,Crew,4x4,SRW,Gasoline,Automatic,Bright White Clearcoat,Big Horn
3C6UR5NL8LG286940,33803.17,46584611,Mega,4x4,SRW,Diesel,Automatic,Granite Crystal Metallic Clearcoat,Laramie
3C6UR5NLXMG558681,33803.17,M1359A,Mega,4x4,SRW,Diesel,Automatic,Pearl White,Laramie
1C6SRFLT0MN685981,44718.0,M1667,Crew,4x4,SRW,Gasoline,Automatic,Bright White Clearcoat,Rebel
1C6SRFU95MN901794,43301.83,M1534,Crew,4x4,SRW,Gasoline,Automatic,Anvil Clearcoat,TRX
3C6UR5FL1MG507147,46374.5,M1140,Crew,4x4,SRW,Diesel,Automatic,Granite Crystal Metallic Clearcoat,Laramie
1C6RR6GT9MS506623,33315.0,47117392,Quad,4x2,SRW,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Warlock
3C6UR5CLXLG269026,52811.67,46410875,Crew,4x4,SRW,Diesel,Automatic,Bright White Clearcoat,Tradesman
1C6SRFFT3MN656289,39452.0,47648651,Crew,4x4,SRW,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Big Horn
1C6SRFU96MN904543,43301.83,M1689,Crew,4x4,SRW,Gasoline,Automatic,Flame Red Clearcoat,TRX
3C6UR5KLXMG601209,46374.5,M1630,Crew,4x4,SRW,Diesel,Automatic,Bright White Clearcoat,Laramie
3C6UR5FL8MG573047,46374.5,M1619,Crew,4x4,SRW,Diesel,Automatic,Delmonico Red Pearlcoat,Laramie
3C63R3HL3MG537246,46374.5,47039362,Crew,4x4,SRW,Diesel,Automatic,Bright White Clearcoat,Big Horn
3C6UR5PL6MG619845,33803.17,M1685,Mega,4x4,SRW,Diesel,Automatic,Patriot Blue Pearlcoat,Longhorn
3C63RRKL0MG567798,41523.33,M1678,Crew,4x4,DRW,Diesel,Automatic,Bright White Clearcoat,Longhorn
1C6SRFU92MN745911,43301.83,M1638,Crew,4x4,SRW,Gasoline,Automatic,Flame Red Clearcoat,TRX
3GCPCSEC5FG531574,44763.67,217319A,Crew,4x2,SRW,Gasoline,Automatic,Tungsten Metallic,LTZ
1GCPWCED3MZ278208,42379.5,216769,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,LT
1GCRCPEH4JZ273395,32478.0,216212A,Double,4x2,SRW,Flex Fuel,Automatic,Silver Ice Metallic,Custom
3GCPWDED5MG287028,37571.83,216757,Crew,4x2,SRW,Gasoline,Automatic,Summit White,RST
3GCUYEET6MG291924,42552.67,216786,Crew,4x4,SRW,Diesel,Automatic,Black,RST
3GCUYEED5MG291437,44522.67,216758,Crew,4x4,SRW,Gasoline,Automatic,Summit White,RST
3GCUYDET6MG160518,46374.5,215883,Crew,4x4,SRW,Diesel,Automatic,Summit White,LT
1GCPWCET0MZ260305,46374.5,216751,Crew,4x2,SRW,Diesel,Automatic,Satin Steel Metallic,LT
3GCPWCED4MG273342,42379.5,216720,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,LT
1GC1WLE79LF306979,43301.83,207804,Crew,4x2,SRW,Gasoline,Automatic,Summit White,Work Truck
1GCPWCET8MZ265252,46374.5,216788,Crew,4x2,SRW,Diesel,Automatic,Northsky Blue Metallic,LT
1GCPTDE17M1172248,46374.5,215875,Crew,4x4,SRW,Diesel,Automatic,Black,4WD Z71
1GCUYHEL5MZ270564,39452.0,216771,Crew,4x4,SRW,Gasoline,Automatic,Satin Steel Metallic,High Country
3GCPYFED5MG287732,42379.5,216756,Crew,4x4,SRW,Gasoline,Automatic,Cherry Red Tintcoat,LT Trail Boss
1GTHK23668F133007,47720.83,216692A,Crew,4x4,SRW,Diesel,Automatic,Steel Gray Metallic,SLE1
1GCUYBEF3KZ389976,39452.0,216677A,Crew,4x4,SRW,Gasoline,Automatic,Havana Brown Metallic,Custom
3GCPWCET4MG290567,46374.5,216766,Crew,4x2,SRW,Diesel,Automatic,Satin Steel Metallic,LT
1GCUYDET7MZ272129,46374.5,216770,Crew,4x4,SRW,Diesel,Automatic,Summit White,LT
3GCPWBEK9MG299928,39452.0,216782,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,Custom
1GCGSBEA1M1245959,35983.67,216740,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,2WD Work Truck
1GCPWBEK9MZ257677,39452.0,216726,Crew,4x2,SRW,Gasoline,Automatic,Northsky Blue Metallic,Custom
1GCPWCET4MZ261649,46374.5,216732,Crew,4x2,SRW,Diesel,Automatic,Summit White,LT
1GCPTDE15M1243527,46374.5,216773,Crew,4x4,SRW,Diesel,Automatic,Crush,4WD Z71
1GCPWCED8MZ283999,42379.5,216790,Crew,4x2,SRW,Gasoline,Automatic,Cherry Red Tintcoat,LT
1GCGSBEAXM1248276,35983.67,216731,Crew,4x2,SRW,Gasoline,Automatic,Summit White,2WD Work Truck
1GCRWBEK9MZ175943,32478.0,216011,Double,4x2,SRW,Gasoline,Automatic,Summit White,Custom
3GCPWBEK2MG293954,39452.0,216777,Crew,4x2,SRW,Gasoline,Automatic,Cherry Red Tintcoat,Custom
1GCUYDET9MZ271242,46374.5,216779,Crew,4x4,SRW,Diesel,Automatic,Satin Steel Metallic,LT
3GCUYDETXMG290267,46374.5,216784,Crew,4x4,SRW,Diesel,Automatic,Satin Steel Metallic,LT
3GCPWCET3MG288888,46374.5,216768,Crew,4x2,SRW,Diesel,Automatic,Satin Steel Metallic,LT
1GCPWCED3MZ279097,42379.5,216781,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,LT
3GCPWCET2MG291233,46374.5,216785,Crew,4x2,SRW,Diesel,Automatic,Summit White,LT
2GCRCMEC5K1199241,32478.0,216631A,Double,4x2,SRW,Gasoline,Automatic,Summit White,Custom
3GCPWCET5MG292277,46374.5,216778,Crew,4x2,SRW,Diesel,Automatic,Silver Ice Metallic,LT
1GCGSBEA7M1248705,35983.67,216737,Crew,4x2,SRW,Gasoline,Automatic,Summit White,2WD Work Truck
1GCPWBEH1LZ327501,39452.0,217621B,Crew,4x2,SRW,Gasoline,Automatic,Summit White,Custom
1GCPWCETXMZ266984,46374.5,216729,Crew,4x2,SRW,Diesel,Automatic,Silver Ice Metallic,LT
1FTFW1CF6EFC95172,43242.33,216631B,SuperCrew,4x2,SRW,Gasoline,Automatic,Tuxedo Black,XL
3GCPWBEK6MG295335,39452.0,216789,Crew,4x2,SRW,Gasoline,Automatic,Black,Custom
1GCRCREC5HZ256261,33322.67,256261A,Double,4x2,SRW,Gasoline,Automatic,Black,LT
3GCPWBEHXMG163750,39452.0,216767A,Crew,4x2,SRW,Gasoline,Automatic,Summit White,Custom
1GCPYFEDXLZ362875,42379.5,216756A,Crew,4x4,SRW,Gasoline,Automatic,Black,LT Trail Boss
3GCUKPEC4JG167210,39452.0,216646A,Crew,4x4,SRW,Gasoline,Automatic,Black,Custom
1GC5YLE75MF216144,51607.5,216739,Double,4x4,SRW,Gasoline,Automatic,Summit White,Work Truck
1FTEW1EG4GFC51370,43180.83,213377A,SuperCrew,4x4,SRW,Gasoline,Automatic,Shadow Black,Lariat Crew Cab 4WD
1FTFW1EF0DKF14856,47335.17,204111A,SuperCrew,4x4,SRW,Flex Fuel,Automatic,Oxford White,XLT Crew Cab 4WD
1GC5YLE75MF216015,51607.5,216772,Double,4x4,SRW,Gasoline,Automatic,Summit White,Work Truck
3C63R3CL2LG198243,52811.67,SC194024,Crew,4x4,SRW,Diesel,Automatic,Bright White Clearcoat,Tradesman
1FTEW1E57JKG06478,57883.33,MC0112,SuperCrew,4x4,SRW,Flex Fuel,10-Speed Automatic,Stone Gray,Lariat
1GC1CVEG8GF255842,43301.83,P20615,Crew,4x2,SRW,Flex Fuel,6-Speed Automatic HD Electronic with Overdrive,Summit White,LT
1GCHSCEN6J1136423,33315.0,P20678,Extended,4x2,SRW,Gasoline,8-Speed Automatic,Silver Ice Metallic,LT
1GCNCNECXJZ132824,44075.67,P20753,Regular,4x2,SRW,Gasoline,6-Speed Automatic Electronic with Overdrive,Summit White,WT
3C6TR5CT1GG171164,43301.83,P20702,Crew,4x4,SRW,Gasoline,6-Speed Automatic,Granite Crystal Metallic Clearcoat,Tradesman
1FTMF1CB1MKD65882,42642.33,10551,Regular,4x2,SRW,Flex Fuel,10-Speed Automatic,White,XL
1FTFW1E58MFB17198,57883.33,10559,SuperCrew,4x4,SRW,Flex Fuel,10-Speed Automatic,Silver,XLT
1C6RRFRG4KN725596,51303.33,EAP00046,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Off-white,Laramie
1GC4YNE75LF337231,51303.33,212275A,Crew,4x4,SRW,Gasoline,6-Speed Automatic,Silver,LT
1FTEW1EG6HFA46974,31808.83,FM645A,SuperCrew,4x4,SRW,Gasoline,Automatic,Shadow Black,King Ranch
1FTER4EH7KLA13461,47794.33,C202663A,SuperCrew,4x2,SRW,Gasoline,10-Speed Automatic,Ingot Silver,XLT
3C63RRGL4LG114226,52811.67,210317A,Crew,4x4,DRW,Diesel,Aisin 6-Speed Automatic,White,Tradesman
1FTEW1EG6JKD10126,43242.33,7194,SuperCrew,4x4,SRW,Gasoline,Automatic,Silver,XLT
1FTEW1EG5HKC25305,43180.83,7287,SuperCrew,4x4,SRW,Gasoline,Automatic,White,Lariat
1GCGTEEN5H1286442,42333.67,7161,Crew,4x4,SRW,Gasoline,Automatic,Summit White,4WD ZR2
1GCCS139378151269,44763.67,2443A,Crew,4x2,SRW,Gasoline,Automatic,Yellow,LT w/1LT
1GCHSBEA8J1325677,35315.33,7305,Extended,4x2,SRW,Gasoline,Automatic,Black,2WD Work Truck
