VIN,price,Stock #,Mileage,Cab Type,Drivetrain,Fuel Type,Transmission,Color,Vehicle Trim,Rear Wheels,Cab-to-Axle
1FTEX1EP0MFB37729,38550.0,F21539,,Super,4x4,Gasoline,Electronic Ten-Speed Automatic Transmission,Iconic Silver,XL,SRW,
1FT8W3BTXJEB96933,62975.0,P17889,58002,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,Magnetic,Lariat,SRW,
1FTER4FH1LLA99401,45660.0,F21281,,SuperCrew,4x4,Gasoline,Electronic Ten-Speed Automatic Transmission,Magnetic,Lariat,SRW,
1FT8W3BT9HEB29749,57998.0,P4560,78155,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,White,Lariat,SRW,56
1FTER4FH9MLD06232,42895.0,F3162,,SuperCrew,4x4,Gasoline,Electronic Ten-Speed Automatic Transmission,Carbonized Gray,Lariat,SRW,
1FTER4FH6MLD06012,38225.0,F3152,,SuperCrew,4x4,Gasoline,Electronic Ten-Speed Automatic Transmission,Carbonized Gray,Lariat,SRW,
1FTFW1RGXKFB86628,73998.0,P4563,20803,SuperCrew,4x4,Gasoline,10-Speed Automatic,Blue,Raptor,SRW,
1FTEW1EG4JFC83906,53250.0,P4564,35546,SuperCrew,4x4,Gasoline,10-Speed Automatic,Red,King Ranch,SRW,
1FTER4FH1LLA95185,42190.0,F21205,,SuperCrew,AWD,Gasoline,10-Speed SelectShift Automatic Transmission,Iconic Silver,Lariat,SRW,
1FTFW1E51MFA54266,45930.0,F3205,,SuperCrew,4x4,Gasoline,Electronic Ten-Speed Automatic Transmission,Iconic Silver,XL,SRW,
1FTER1FH3MLD06015,37685.0,F21477,,Super,4x4,Gasoline,Electronic Ten-Speed Automatic Transmission,Cactus Gray,XLT,SRW,
1FT8W3BT1KEE78430,71254.0,P4524,38028,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,White,Lariat,SRW,56
1FTEW1EP7MFA28560,40895.0,F21333,,SuperCrew,4x4,Gasoline,Electronic Ten-Speed Automatic Transmission,Antimatter Blue,XL,SRW,
1FT8W3BT6KEC99493,70352.0,P4558,34841,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,Silver Spruce,Lariat,SRW,56
1FTER4FHXMLD04151,37530.0,F3147,,SuperCrew,4x4,Gasoline,Electronic Ten-Speed Automatic Transmission,Cactus Gray,XLT,SRW,
1FTER4FH0LLA74781,42945.0,F21085,,SuperCrew,AWD,Gasoline,10-Speed SelectShift Automatic Transmission,White Platinum,Lariat,SRW,
1FT8W3BT7HEF49753,Call for Pricing,P17851A,79762,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,Ingot Silver,XLT,SRW,
1FTFW1EG3JFD05267,Call for Pricing,P17878,61087,SuperCrew,4x4,Gasoline,10-Speed Automatic,White,XLT,SRW,
1FTEW1EG5HFB22572,Call for Pricing,F21360A,28022,SuperCrew,4x4,Gasoline,10-Speed Automatic,Oxford White,XLT,SRW,
1FTFW1RG8KFD54590,Call for Pricing,P17890,16367,SuperCrew,4x4,Gasoline,10-Speed Automatic,Ruby Red,Raptor,SRW,
1FTEW1EG0JFB13445,38975.0,F21457A,44502,SuperCrew,4x4,Gasoline,10-Speed Automatic,Magnetic,XLT,SRW,
1FTEW1EG0HFA89934,51990.0,P17891,49985,SuperCrew,4x4,Gasoline,10-Speed Automatic,,King Ranch,SRW,
1FTFW1EG7FKE66302,37998.0,F21454A,82687,SuperCrew,4x4,Gasoline,6-Speed Automatic Electronic,Caribou Metalli,Lariat,SRW,
1FT8W3BT6HED92748,Call for Pricing,P17895,62159,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,Bronzefire,Lariat,SRW,56
1FT8W3BT8FEA97261,Call for Pricing,F21013B,57688,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,Red,Lariat,SRW,
1FTFW1E60DFB44906,32833.0,F3197A,83812,SuperCrew,4x4,Gasoline,6-Speed Automatic Electronic,,Platinum,SRW,
1FTEW1E58LKE07720,Call for Pricing,P17896,16737,SuperCrew,4x4,Flex Fuel,10-Speed Automatic,Red,XLT,SRW,
1FTFW1E54MKD60739,48120.0,F21550,,SuperCrew,4x4,Gasoline,,Iconic Silver ME,,SRW,
1FTEW1EF7HKD10668,Call for Pricing,P17875,48072,SuperCrew,4x4,Flex Fuel,6-Speed Automatic Electronic,White Platinum,Lariat,SRW,
1FTEW1EP3MKD23372,53900.0,F21519,,SuperCrew,4x4,Gasoline,,,,SRW,
5TFUX4EN7EX025064,Call for Pricing,M21504A,27738,Extra,4x4,Gasoline,5-Speed Manual,Black,Base,,
1FT7W2B61DEB09263,Call for Pricing,F21526A,68107,Crew,4x4,Flex Fuel,TorqShift 6-Speed Automatic,Sterling,XLT,SRW,
1FT8W3BT3HEC09967,59998.0,P4567,78216,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,Bronze,Lariat,SRW,56
5TFUY5F13GX504518,31998.0,F21400A,78775,Double,4x4,Gasoline,6-Speed Automatic Electronic with Overdrive,Gray,SR5,,
1FTEW1E56KFB19430,Call for Pricing,P17876,19741,SuperCrew,4x4,Flex Fuel,10-Speed Automatic,White,Lariat,SRW,
1FTEX1EP5FKE17916,34998.0,F21353A,32491,Super,4x4,Gasoline,6-Speed Automatic Electronic,Black,XL,SRW,
1FTEW1EG1JKE46941,46126.0,P17862,39549,SuperCrew,4x4,Gasoline,10-Speed Automatic,Black,Lariat,SRW,
1FTEW1EG8FKD44057,35659.0,F21315B,97785,SuperCrew,4x4,Gasoline,6-Speed Automatic Electronic,Guard,Lariat,SRW,
1FTEW1EP6LFA87890,Call for Pricing,P17888,8920,SuperCrew,4x4,Gasoline,10-Speed Automatic,Gray,Lariat,SRW,
1FTEW1EG7JKE83332,47998.0,P4566,43167,SuperCrew,4x4,Gasoline,10-Speed Automatic,White,Lariat,SRW,
1FTWF33P55EA16496,Call for Pricing,F21263A,242423,Regular,4x4,Diesel,6-Speed Manual with Overdrive,Oxford White Clearcoat,XL,DRW,
1N6AA07B35N572857,Call for Pricing,F21367A,155750,,4x4,Gasoline,5-Speed IK Automatic,Blizzard,XE,,
1FTER4FHXKLA01786,Call for Pricing,P17883,9645,SuperCrew,4x4,Gasoline,10-Speed Automatic,Shadow Black,Lariat,SRW,
1FTNX21P14EC64006,18490.0,F3122A,102505,Super,4x4,Diesel,5-Speed Automatic Electronic with Overdrive,Blue,Lariat,SRW,
1FTFW1ED0MFA94619,61630.0,F21544,,SuperCrew,4x4,Electric,,Velocity BLU,,SRW,
1FTEW1EF1FFD05164,47975.0,F21522A,45832,SuperCrew,4x4,Flex Fuel,6-Speed Automatic Electronic,Blue,Platinum,SRW,
1FT7W2BN1MEC96236,Call for Pricing,F21480,,Crew,4x4,Gasoline,,Star White MET TC,,SRW,
1FTFX1EG3FKE17983,Call for Pricing,F21462A,87908,Super,4x4,Gasoline,6-Speed Automatic Electronic,Magnetic Metallic,XL,SRW,
1FTER4FHXKLB16789,39975.0,F21500A,20009,SuperCrew,4x4,Gasoline,10-Speed Automatic,Chili Pepper Red,Lariat,SRW,
1FT7W2BT3KEC72001,71998.0,P4565,22570,Crew,4x4,Diesel,TorqShift 6-Speed Automatic,Gray,Lariat,SRW,56
1FTER1FH3MLD42836,32500.0,F38692,,Super,4x4,Gasoline,Automatic,Oxford White,XL CHRM APPEAR PKG,SRW,
1FTEW1EP1MKD95199,45275.0,F38674,,SuperCrew,4x4,Gasoline,Automatic,Antimatter Blue Metallic,XL CHRM APPEAR PKG,SRW,
1FTER1FH5MLD42479,34555.0,F38707,,Super,4x4,Gasoline,Automatic,Cactus Gray,TLR TOW PKG,SRW,
1FTFW1E85MKD73686,59950.0,F38592,,SuperCrew,4x4,Gasoline,Automatic,Carbonized Gray Metallic,LARIAT CHRM APPEAR PKG,SRW,
1FTER1FH2MLD43329,31865.0,F38699,,Super,4x4,Gasoline,Automatic,Oxford White,XL CHRM APPEAR PKG,SRW,
1FTFW1E83MFB43525,59175.0,F38672,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,FX4 OFF-RD PKG,SRW,
1FTEX1EP0MKD95207,45475.0,F3866,,Super,4x4,Gasoline,Automatic,Oxford White,E: 2.7L V6 ECOBOOST,SRW,
1FT8X3B60LEE53236,46115.0,F38596,,Super,4x4,Gasoline,Automatic,Oxford White,PWR EQUIP GRP,SRW,56
1FT7W2BTXMEC62679,63765.0,F38450,,Crew,4x4,Diesel,Automatic,Race Red,UPF SWITES (6),SRW,56
1FTFW1E87MKD95205,56060.0,F38689,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,TLR TOW PKG,SRW,
1FTFW1E84MFB00831,64175.0,F38608,,SuperCrew,4x4,Gasoline,Automatic,Agate Black Metallic,LARIAT CHRM APPEAR PKG,SRW,
1FTER1FHXMLD39156,35430.0,F38638,,Super,4x4,Gasoline,Automatic,Carbonized Gray Metallic,TLR TOW PKG,SRW,
1FTER4EH4MLD40970,39600.0,F38588,,SuperCrew,4x2,Gasoline,Automatic,Oxford White,SPT APPEAR PKG,SRW,
1FTER4FH6MLD45361,36310.0,F38717,,SuperCrew,4x4,Gasoline,Automatic,Cactus Gray,STX APPEAR PKG,SRW,
1FTFW1ED1MFB29197,74080.0,F38631,,SuperCrew,4x4,Electric,Automatic,Antimatter Blue Metallic,LARIAT CHRM APPEAR PKG,SRW,
1FTER1FH7MLD43892,33765.0,F38668,,Super,4x4,Gasoline,Automatic,Oxford White,EQUIP GRP 300A STD,SRW,
1FTER4FH6MLD33291,37605.0,F38593,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,SPT APPEAR PKG,SRW,
1FTEW1EP9MFA54190,55250.0,F38711,,SuperCrew,4x4,Gasoline,Automatic,Lead Foot,XLT SPT APPEAR PKG,SRW,
1FTFW1ED4MFB10501,63045.0,F38574,,SuperCrew,4x4,Electric,Automatic,Oxford White,XLT SPT APPEAR PKG,SRW,
1FTFW1E86MFA71123,56965.0,F38393,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,FX4 OFF-RD PKG,SRW,
1FTER4FHXMLD43158,44175.0,F38655,,SuperCrew,4x4,Gasoline,Automatic,Velocity Blue Metallic,SPT APPEAR PKG,SRW,
1FTFW1E89MKD70046,61910.0,F38584,,SuperCrew,4x4,Gasoline,Automatic,Carbonized Gray Metallic,FORD CO-PILOT360 ASST 2.0,SRW,
1FTFW1E80MKD08597,59895.0,F38249,,SuperCrew,4x4,Gasoline,Automatic,Space White Metallic,FX4 OFF-RD PKG,SRW,
1FTFW1E82MFB00830,67550.0,F38598,,SuperCrew,4x4,Gasoline,Automatic,Agate Black Metallic,LARIAT CHRM APPEAR PKG,SRW,
1FTFW1E89MKD91124,49065.0,F38673,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,E: 3.5L V6 ECOBOOST,SRW,
1FTFW1E8XMFB29203,61710.0,F38635,,SuperCrew,4x4,Gasoline,Automatic,Carbonized Gray Metallic,TLR TOW PKG,SRW,
1FTFW1E85MKD95204,55630.0,F38677,,SuperCrew,4x4,Gasoline,Automatic,Antimatter Blue Metallic,TLR TOW PKG,SRW,
1FTFW1E86MFB17274,58155.0,F38576,,SuperCrew,4x4,Gasoline,Automatic,Carbonized Gray Metallic,FORD CO-PILOT360 ASST 2.0,SRW,
1FTFX1E84MKD70047,55680.0,F38585,,Super,4x4,Gasoline,Automatic,Agate Black Metallic,360 DEGREE CAMERA PACKAGE,SRW,
1FTFW1E84MKD91127,49255.0,F38706,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,EQUIP GRP 300A STD,SRW,
1FTFX1E86MKD70048,55990.0,F38586,,Super,4x4,Gasoline,Automatic,Space White Metallic,FORD CO-PILOT360 ASST 2.0,SRW,
1FTEW1EP6MKD95201,45000.0,F38687,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,EQUIP GRP 101A HI,SRW,
1FTER4FHXMLD39160,37605.0,F38654,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,SPT APPEAR PKG,SRW,
1FTFW1E87MKD91123,48595.0,F38682,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,E: 3.5L V6 ECOBOOST,SRW,
1FTFW1E84MFB10503,68740.0,F38634,,SuperCrew,4x4,Gasoline,Automatic,Carbonized Gray Metallic,FX4 OFF-RD PKG,SRW,
1FT7X2B63LEE79688,53139.0,F38484,,Super,4x4,Gasoline,Automatic,Oxford White,PWR EQUIP GRP,SRW,56
1FTER1FH0MLD43376,44820.0,F38640,,Super,4x4,Gasoline,Automatic,CYBER ORAN MET,SPT APPEAR PKG,SRW,
1FTER4FH3MLD39159,37605.0,F38659,,SuperCrew,4x4,Gasoline,Automatic,Carbonized Gray Metallic,SPT APPEAR PKG,SRW,
1FTER4FH4MLD33290,44670.0,F38587,,SuperCrew,4x4,Gasoline,Automatic,Carbonized Gray Metallic,FX4 OFF-RD PKG,SRW,
1FTER1FH8MLD33288,37100.0,F38535,,Super,4x4,Gasoline,Automatic,Carbonized Gray Metallic,BLK APPEAR PKG,SRW,
1FTFW1E85MKD47055,57205.0,F38637,,SuperCrew,4x4,Gasoline,Automatic,Lead Foot,XLT SPT APPEAR PKG,SRW,
1FTFW1E89MKD18416,57525.0,F38426,,SuperCrew,4x4,Gasoline,Automatic,Race Red,FX4 OFF-RD PKG,SRW,
1FTEW1EP4MKD95200,43425.0,F38675,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,EQUIP GRP 101A HI,SRW,
1FTER4FH4MLD45410,39980.0,F38718,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,EQUIP GRP 500A STD,SRW,
1FTFW1E81MFA54200,57525.0,F38357,,SuperCrew,4x4,Gasoline,Automatic,Agate Black Metallic,FX4 OFF-RD PKG,SRW,
1FTER4FHXMLD43757,33770.0,F38693,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XL CHRM APPEAR PKG,SRW,
1FTEW1EP5MKD23325,53585.0,F38399,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT SPT APPEAR PKG,SRW,
1FTFW1E8XMFA61579,56135.0,F38475,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,XLT SPT APPEAR PKG,SRW,
1FTER4FH1MLD39158,37800.0,F38667,,SuperCrew,4x4,Gasoline,Automatic,Carbonized Gray Metallic,SPT APPEAR PKG,SRW,
1FTFW1ED8MFB29195,74080.0,F38623,,SuperCrew,4x4,Electric,Automatic,Agate Black Metallic,LARIAT CHRM APPEAR PKG,SRW,
1FTFW1E81MFA93191,55530.0,F38580,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,EQUIP GRP 302A HI,SRW,
1FTER4FH7MLD46390,39980.0,F38723,,SuperCrew,4x4,Gasoline,Automatic,Velocity Blue Metallic,SYNC 3,SRW,
1FTEW1EP2MKD91128,51190.0,F38685,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,EQUIP GRP 302A HI,SRW,
1FTFW1E89MFA54199,70570.0,F38541,,SuperCrew,4x4,Gasoline,Automatic,Antimatter Blue Metallic,LARIAT CHRM APPEAR PKG,SRW,
1FTEW1EP4MKD91129,44870.0,F38686,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,PWR GLASS HTD SDVIEW MIRS,SRW,
1FTFW1E80MKD91125,48770.0,F38683,,SuperCrew,4x4,Gasoline,Automatic,Oxford White,EQUIP GRP 300A STD,SRW,
1FTER4FH4MLD47383,45340.0,F38724,,SuperCrew,4x4,Gasoline,Automatic,Rapid Red Metallic Tinted Clearcoat,SPT APPEAR PKG,SRW,
1FTFW1E87MFA33819,61365.0,F38452,,SuperCrew,4x4,Gasoline,Automatic,Iconic Silver Metallic,FX4 OFF-RD PKG,SRW,
1FTFW1E83MKD95203,57120.0,F38676,,SuperCrew,4x4,Gasoline,Automatic,Antimatter Blue Metallic,TLR TOW PKG,SRW,
1FTER1FHXMLD40968,40325.0,F38660,,Super,4x4,Gasoline,Automatic,Shadow Black,TLR TOW PKG,SRW,
1FTFW1E81MKD95202,54625.0,F38688,,SuperCrew,4x4,Gasoline,Automatic,Antimatter Blue Metallic,TLR TOW PKG,SRW,
1FT8W3B65MED71524,54495.0,F38633,,Crew,4x4,Gasoline,Automatic,Agate Black Metallic,XLT VAL PKG,SRW,56
1FTFW1E80MFA28526,Call for Pricing,F38315,,SuperCrew,4x4,Gasoline,Automatic,Agate Black Metallic,XLT SPT APPEAR PKG,SRW,
1FTER4FHXMLD43368,36575.0,F38716,,SuperCrew,4x4,Gasoline,Automatic,Iconic Silver Metallic,EQUIP GRP 300A STD,SRW,
1FTFW1E84MFA61576,56320.0,F38392,,SuperCrew,4x4,Gasoline,Automatic,Lead Foot,TLR TOW PKG,SRW,
1FTFW1ED6MFB13786,61400.0,F38670,,SuperCrew,4x4,Electric,Automatic,Iconic Silver Metallic,TLR TOW PKG,SRW,
1FTFW1EDXMFB29196,74080.0,F38619,,SuperCrew,4x4,Electric,Automatic,Carbonized Gray Metallic,LARIAT CHRM APPEAR PKG,SRW,
1FT8W3BTXMEC38747,Call for Pricing,F38300,,Crew,4x4,Diesel,Automatic,Oxford White,UPF SWITES (6),SRW,56
1FTER1FH1MLD40969,43305.0,F38661,,Super,4x4,Gasoline,Automatic,Rapid Red Metallic Tinted Clearcoat,SPT APPEAR PKG,SRW,
1FTBF2BT3MEC49590,57390.0,F38364,,Regular,4x4,Diesel,Automatic,Oxford White,XLT VAL PKG,SRW,56
1FTFW1ED6MFB10502,63045.0,F38575,,SuperCrew,4x4,Electric,Automatic,Carbonized Gray Metallic,XLT SPT APPEAR PKG,SRW,
1FTEW1EP5MFB63178,46225.0,F38712,,SuperCrew,4x4,Gasoline,Automatic,Iconic Silver Metallic,TLR TOW PKG,SRW,
1FTFX1E88MKD70049,54405.0,F38565,,Super,4x4,Gasoline,Automatic,Carbonized Gray Metallic,FX4 OFF-RD PKG,SRW,
1FT8W3B67MED71525,53730.0,F38622,,Crew,4x4,Gasoline,Automatic,Oxford White,UPF SWITES (6),SRW,56
1FT7W2BT8MED48153,63190.0,F38698,,Crew,4x4,Diesel,Automatic,Oxford White,CHRM PKG,SRW,56
1FTFW1E85MFA91346,57480.0,F38462,,SuperCrew,4x4,Gasoline,Automatic,Lead Foot,XLT SPT APPEAR PKG,SRW,
1FTER1FH1MLD46349,36230.0,F38731,,Super,4x4,,Automatic,Velocity Blue Metallic,XL,SRW,
1FTER1FH0MLD42986,32090.0,F38729,,Super,4x4,,Automatic,Velocity Blue Metallic,XL,SRW,
1FT7W2BT2MED48150,63190.0,F38701,,Crew,4x4,Diesel,Automatic,Oxford White,UPF SWITES (6),SRW,56
1FT7W2BT6MED48152,63190.0,F38715,,Crew,4x4,Diesel,Automatic,Oxford White,CHRM PKG,SRW,56
1FTFW1E84MFB29200,67330.0,F38671,,SuperCrew,4x4,Gasoline,Automatic,Antimatter Blue Metallic,TOW TECH PKG,SRW,
1FTFW1EDXMFB29201,76745.0,F38644,,SuperCrew,4x4,Electric,Automatic,STAR WHT MET TC,360 - DEGREE CAMERA PACKAGE,SRW,
1FT8X3BT9MED40814,70320.0,F38618,,Super,4x4,Diesel,Automatic,Oxford White,LARIAT VAL PKG,SRW,56
1FT7W2BT4MED48151,63190.0,F38702,,Crew,4x4,Diesel,Automatic,Oxford White,CHRM PKG,SRW,56
1FTER1FH0MLD46164,40730.0,F38730,,Super,4x4,,Automatic,Velocity Blue Metallic,XL,SRW,
3C63R3LL5LG247077,66430.0,6200134,,Mega,4x4,Diesel,AISIN 6-Speed Automatic Transmission,Maximum Steel Metallic Clearcoat,BIG HORN MEGA CAB 4X4 6'4 BOX,SRW,
3C63RRGL3MG588833,57154.0,621334,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX,DRW,
1C6RR7LT9MS502860,43337.0,621089,,Crew,4x4,Gasoline,8-Speed Automatic 8HP70 Transmission,Bright White Clearcoat,WARLOCK CREW CAB 4X4 5'7 BOX,SRW,
3C63R3HL2MG538887,65404.0,621193,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Bright White Clearcoat,BIG HORN CREW CAB 4X4 8' BOX,SRW,
1C6SRFFT7MN614742,50183.0,621121,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Flame Red Clearcoat,BIG HORN CREW CAB 4X4 5'7 BOX,SRW,
1C6RR7GTXMS536705,43866.0,621327,,Quad,4x4,Gasoline,8-Speed Automatic 8HP70 Transmission,Delmonico Red Pearlcoat,WARLOCK QUAD CAB 4X4 6'4 BOX,SRW,
1C6RR7GG2MS544557,38163.0,621366,,Quad,4x4,Gasoline,8-Speed Automatic 850RE Transmission,Hydro Blue Pearlcoat,WARLOCK QUAD CAB 4X4 6'4 BOX,SRW,
1GTU9DED8MZ275675,Call for Pricing,D410640,,Crew,4x4,Gasoline,,Gray,SLT,SRW,
1GCUYEED9MZ274964,Call for Pricing,D110812,,Crew,4x4,Gasoline,,Black,RST,SRW,
3GCPYFED8MG290480,Call for Pricing,D110706,,Crew,4x4,Gasoline,,Gray,LT Trail Boss,SRW,
3GCNWAEK6MG291268,Call for Pricing,D110764,,Regular,4x2,Gasoline,,White,WT,SRW,
1GC1KVEG9KF187871,Call for Pricing,993750,98535,Crew,4x4,Gasoline,"6-Speed Automatic, Heavy-Duty, Electronically Cont",White 4A9P4 GC2,4WD Crew Cab Work Truck,,
3TMCZ5AN6JM157069,Call for Pricing,621291A,36797,Double,4x4,Gasoline,,Gray 3C5B7 GC1,Double Cab 5 Bed V6 4x4,,
1C6RR7GG8MS519906,37577.0,621228,,Quad,4x4,Gasoline,8-Speed Automatic 850RE Transmission,Bright White Clearcoat,WARLOCK QUAD CAB 4X4 6'4 BOX,SRW,
1C6RR7GT5MS536708,43955.0,621340,,Quad,4x4,Gasoline,8-Speed Automatic 8HP70 Transmission,Maximum Steel Metallic Clearcoat,WARLOCK QUAD CAB 4X4 6'4 BOX,SRW,
3C6UR5CL9LG117495,Call for Pricing,6200156A,10578,Crew,4x4,Diesel,8-Speed Auto (8Hp75-Lcv),BLU 5M0V4 AI1,Tradesman 4x4 Crew Cab 64 Box,SRW,
3C63RRGL7JG299465,Call for Pricing,9C93741,33956,Crew,4x4,Diesel,6-Speed Automatic 66Rfe,GRT 5L0V1 FC2,Tradesman 4x4 Crew Cab 8 Box,DRW,
1C6RRFMG4KN878261,Call for Pricing,9C93749,17831,Crew,4x4,Gasoline,8-Speed Automatic (850Re),GRT 3L0V6 FC2,Big Horn/Lone Star 4x4 Crew Cab ,SRW,
1C6SRFRT2MN619293,51843.0,621185,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Delmonico Red Pearlcoat,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3C63R3LL3LG247076,66930.0,6200133,,Mega,4x4,Diesel,AISIN 6-Speed Automatic Transmission,Granite Crystal Metallic Clearcoat,BIG HORN MEGA CAB 4X4 6'4 BOX,SRW,
1GCVKREC0JZ141980,Call for Pricing,820734A,30521,Double,4x4,Gasoline,"6-Speed Automatic, Electronically Controlled With",BLU 3R7M7 GC2,4WD Double Cab 143.5 LT,SRW,
1C6RRFFG7KN878252,Call for Pricing,620923A,12727,Crew,4x4,Gasoline,8-Speed Automatic (850Re),3T4M4 AI2,Big Horn/Lone Star 4x4 Crew Cab ,SRW,
1GT09LE70MF212168,Call for Pricing,D410610,,Regular,4x4,Gasoline,,White,Sierra,SRW,
1C6SRFJTXMN676918,51682.0,621293,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Maximum Steel Metallic Clearcoat,LARAMIE CREW CAB 4X4 5'7 BOX,SRW,
1GT424E80FF596959,Call for Pricing,6200140A,107112,Crew,4x4,Diesel,,Black 5S3R1 AI1,4WD Crew Cab Denali,,
3C6JR6DG9LG260375,27286.0,620840,,Regular,4x2,Gasoline,8-Speed Automatic 845RE  Transmission,Bright White Clearcoat,TRADESMAN REGULAR CAB 4X2 8' BOX,SRW,
1C6SRFJT0MN515493,51204.0,621057,,Crew,4x4,Gasoline,8-Speed Automatic 8HP75 Transmission,Delmonico Red Pearlcoat,LARAMIE CREW CAB 4X4 5'7 BOX,SRW,
3C63R3HL6MG538889,62686.0,621226,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Delmonico Red Pearlcoat,BIG HORN CREW CAB 4X4 8' BOX,SRW,
3C6JR6DG7LG289907,27786.0,620944,,Regular,4x2,Gasoline,8-Speed Automatic 845RE  Transmission,Bright White Clearcoat,TRADESMAN REGULAR CAB 4X2 8' BOX,SRW,
1C6RR7GT8MS536704,43777.0,621314,,Quad,4x4,Gasoline,8-Speed Automatic 8HP70 Transmission,Bright White Clearcoat,WARLOCK QUAD CAB 4X4 6'4 BOX,SRW,
1GCUYEED2MZ271873,Call for Pricing,D110810,,Crew,4x4,Gasoline,,White,RST,SRW,
1C6RR6LTXFS729505,Call for Pricing,6200009A,63775,Crew,4x2,Gasoline,8-Speed Automatic 845Re,Red,2WD Crew Cab 5.7 Ft Box SLT,SRW,
3C6RR7KT7MG587464,41357.0,621319,,Crew,4x4,Gasoline,8-Speed Automatic 8HP70 Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 5'7 BOX,SRW,
1C6RR7GG8MS529724,38161.0,621241,,Quad,4x4,Gasoline,8-Speed Automatic 850RE Transmission,Bright White Clearcoat,WARLOCK QUAD CAB 4X4 6'4 BOX,SRW,
3C6UR5FL6MG572818,68720.0,621303,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Billet Silver Metallic Clearcoat,LARAMIE CREW CAB 4X4 6'4 BOX,SRW,
3GTU9DET5MG287628,Call for Pricing,D410748,,Crew,4x4,Diesel,,Gray,SLT,SRW,
3C63R3RL5LG220890,74444.0,620769,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Diamond Black Crystal Pearlcoat,LIMITED CREW CAB 4X4 8' BOX,SRW,
1C6RR7LT4MS502863,43985.0,621088,,Crew,4x4,Gasoline,8-Speed Automatic 8HP70 Transmission,Delmonico Red Pearlcoat,WARLOCK CREW CAB 4X4 5'7 BOX,SRW,
3C63RRGL9MG588836,57154.0,621324,,Crew,4x4,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX,DRW,
3C63RRGL7MG588303,58788.0,621335,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Maximum Steel Metallic Clearcoat,TRADESMAN CREW CAB 4X4 8' BOX,DRW,
1C6RR7GT6MS536703,43955.0,621308,,Quad,4x4,Gasoline,8-Speed Automatic 8HP70 Transmission,Billet Silver Metallic Clearcoat,WARLOCK QUAD CAB 4X4 6'4 BOX,SRW,
3C63R3RL7LG220891,74154.0,620745,,Crew,4x4,Diesel,6-Speed Automatic 68RFE Transmission,Diamond Black Crystal Pearlcoat,LIMITED CREW CAB 4X4 8' BOX,SRW,
1C6RR7KG9MS509442,39321.0,621205,,Crew,4x4,Gasoline,8-Speed Automatic 850RE Transmission,Bright White Clearcoat,TRADESMAN CREW CAB 4X4 5'7 BOX,SRW,
1N6AD0EV2KN748457,Call for Pricing,621102A,14158,Crew,4x4,Gasoline,,Silver 2K2D8 GC2,Crew Cab 4x4,,
3C63R3HL7HG723359,Call for Pricing,993757,8529,Crew,4x4,Diesel,6-Speed Automatic 66Rfe,Silver 6A9V8 AI1,SLT 4x4 Crew Cab 8 Box,SRW,
1C6SRFHM0MN677011,64031.0,621329,,Crew,4x4,Diesel,8-Speed Automatic 8HP75 Transmission,Granite Crystal Metallic Clearcoat,LIMITED CREW CAB 4X4 5'7 BOX,SRW,
